condition,case,category,wer,wder,sub,del,ins,ref_words,hyp_words
vad_thresh_030,RES0106,RES,0.2116149562450278,0.0831315577078288,105,18,143,1257,1382
vad_thresh_030,RES0109,RES,0.1479357798165137,0.0827505827505827,59,14,56,872,914
vad_thresh_030,RES0118,RES,0.1029561671763506,0.0031948881789137,33,42,26,981,965
vad_thresh_030,RES0123,RES,0.1386195094124358,0.0148791072535647,60,140,43,1753,1656
vad_thresh_030,RES0127,RES,0.2012667135819845,0.0170697012802275,79,15,192,1421,1598
vad_thresh_030,RES0132,RES,0.1236520488856937,0.0085205267234701,35,100,37,1391,1328
vad_thresh_030,RES0134,RES,0.1240666283744974,0.0044052863436123,32,152,32,1741,1621
vad_thresh_030,RES0143,RES,0.1359307359307359,0.0053763440860215,40,39,78,1155,1194
vad_thresh_030,RES0155,RES,0.1949265687583444,0.0441576086956521,87,26,179,1498,1651
vad_thresh_030,RES0160,RES,0.1427280939476061,0.0028763183125599,50,64,44,1107,1087
vad_thresh_030,RES0163,RES,0.1835334476843911,0.0105263157894736,85,26,103,1166,1243
vad_thresh_030,RES0173,RES,0.1687141687141687,0.0136286201022146,109,47,50,1221,1224
vad_thresh_030,RES0207,RES,0.1515527950310559,0.0513833992094861,47,46,29,805,788
vad_thresh_070,CAR0002,CAR,0.2535211267605634,0.1197718631178707,70,13,187,1065,1239
vad_thresh_070,DER0001,DER,0.1765100671140939,0.0084925690021231,93,77,93,1490,1506
vad_thresh_070,GAS0007,GAS,0.1862302483069977,0.0480656506447831,51,33,81,886,934
vad_thresh_070,GEN0001,GEN,0.1239744758432087,0.0149672591206735,53,28,55,1097,1124
vad_thresh_070,MSK0008,MSK,0.3084507042253521,0.0533049040511727,137,13,288,1420,1695
vad_thresh_070,MSK0013,MSK,0.2235592146928435,0.0207522697795071,106,37,210,1579,1752
vad_thresh_070,MSK0017,MSK,0.1755555555555555,0.0219064535227945,114,111,91,1800,1780
vad_thresh_070,MSK0025,MSK,0.1929133858267716,0.0371845949535192,87,18,189,1524,1695
vad_thresh_070,MSK0026,MSK,0.1945266272189349,0.0060105184072126,82,21,160,1352,1491
vad_thresh_070,MSK0041,MSK,0.1960408684546615,0.0039164490861618,106,34,167,1566,1699
vad_thresh_070,MSK0046,MSK,0.1509584664536741,0.0131147540983606,67,32,90,1252,1310
vad_thresh_070,RES0012,RES,0.1909307875894988,0.0464767616191904,136,94,170,2095,2171
vad_thresh_070,RES0021,RES,0.1597774244833068,0.0042301184433164,88,76,37,1258,1219
vad_thresh_070,RES0025,RES,0.237053245805981,0.0252237591537835,114,142,69,1371,1298
vad_thresh_070,RES0030,RES,0.1416526138279932,0.0098126672613737,77,65,26,1186,1147
vad_thresh_070,RES0047,RES,0.1508544490276959,0.0125078173858661,91,98,67,1697,1666
vad_thresh_070,RES0051,RES,0.2574358974358974,0.0284810126582278,74,27,150,975,1098
vad_thresh_070,RES0052,RES,0.198780487804878,0.0257731958762886,78,44,41,820,817
vad_thresh_070,RES0053,RES,0.1948798328108673,0.0257372654155495,142,49,182,1914,2047
vad_thresh_070,RES0059,RES,0.1475409836065573,0.0184899845916795,94,44,60,1342,1358
vad_thresh_070,RES0062,RES,0.1486068111455108,0.0106382978723404,113,58,117,1938,1997
vad_thresh_070,RES0071,RES,0.2098765432098765,0.0735177865612648,64,31,177,1296,1442
vad_thresh_070,RES0074,RES,0.3191140278917145,0.0479338842975206,85,9,295,1219,1505
vad_thresh_070,RES0083,RES,0.1441812564366632,0.0118152524167561,56,40,44,971,975
vad_thresh_070,RES0098,RES,0.1289875173370319,0.0339483394833948,66,87,33,1442,1388
vad_thresh_070,RES0100,RES,0.0975609756097561,0.0417661097852028,73,46,49,1722,1725
vad_thresh_070,RES0104,RES,0.2280471821756225,0.067288474350433,93,25,230,1526,1731
vad_thresh_070,RES0106,RES,0.1630867143993635,0.0810126582278481,84,72,49,1257,1234
vad_thresh_070,RES0109,RES,0.2018348623853211,0.1019184652278177,67,38,71,872,905
vad_thresh_070,RES0118,RES,0.1213047910295616,0.0055865921787709,27,86,6,981,901
vad_thresh_070,RES0123,RES,0.1517398745008557,0.0176211453744493,52,164,50,1753,1639
vad_thresh_070,RES0127,RES,0.1956368754398311,0.0188679245283018,96,43,139,1421,1517
vad_thresh_070,RES0132,RES,0.1401869158878504,0.0032051282051282,34,143,18,1391,1266
vad_thresh_070,RES0134,RES,0.1039632395175186,0.0048840048840048,25,103,53,1741,1691
vad_thresh_070,RES0143,RES,0.1515151515151515,0.008695652173913,32,120,23,1155,1058
vad_thresh_070,RES0155,RES,0.1889185580774365,0.0375782881002087,74,61,148,1498,1585
vad_thresh_070,RES0160,RES,0.1842818428184282,0.0038095238095238,61,57,86,1107,1136
vad_thresh_070,RES0163,RES,0.1783876500857633,0.0125786163522012,76,53,79,1166,1192
vad_thresh_070,RES0173,RES,0.1638001638001638,0.0162254483347566,112,50,38,1221,1209
vad_thresh_070,RES0207,RES,0.1788819875776397,0.0557103064066852,39,87,18,805,736
vad_silence_500,CAR0002,CAR,0.1981220657276995,0.1382268827454718,62,16,133,1065,1182
vad_silence_500,DER0001,DER,0.2275167785234899,0.0183908045977011,90,185,64,1490,1369
vad_silence_500,GAS0007,GAS,0.1557562076749435,0.0505166475315729,58,15,65,886,936
vad_silence_500,GEN0001,GEN,0.1157702825888787,0.0203703703703703,48,17,62,1097,1142
vad_silence_500,MSK0008,MSK,0.2352112676056338,0.0127840909090909,134,12,188,1420,1596
vad_silence_500,MSK0013,MSK,0.2039265357821406,0.0434504792332268,109,14,199,1579,1764
vad_silence_500,MSK0017,MSK,0.1344444444444444,0.0164305949008498,114,35,93,1800,1858
vad_silence_500,MSK0025,MSK,0.1778215223097113,0.0341137123745819,90,29,152,1524,1647
vad_silence_500,MSK0026,MSK,0.1420118343195266,0.0086139389193422,82,75,35,1352,1312
vad_silence_500,MSK0041,MSK,0.1749680715197956,0.0052390307793058,109,39,126,1566,1653
vad_silence_500,MSK0046,MSK,0.1309904153354632,0.0137540453074433,74,16,74,1252,1310
vad_silence_500,RES0012,RES,0.1780429594272076,0.0420537897310513,148,50,175,2095,2220
vad_silence_500,RES0021,RES,0.1860095389507154,0.0057755775577557,82,46,106,1258,1318
vad_silence_500,RES0025,RES,0.1896425966447848,0.004594180704441,96,65,99,1371,1405
vad_silence_500,RES0030,RES,0.1897133220910624,0.009417808219178,86,18,121,1186,1289
vad_silence_500,RES0047,RES,0.1850324101355333,0.0109324758842443,109,142,63,1697,1618
vad_silence_500,RES0051,RES,0.2328205128205128,0.0020746887966804,76,11,140,975,1104
vad_silence_500,RES0052,RES,0.1890243902439024,0.0219638242894056,74,46,35,820,809
vad_silence_500,RES0053,RES,0.2084639498432602,0.0247311827956989,158,54,187,1914,2047
vad_silence_500,RES0059,RES,0.146795827123696,0.0155400155400155,84,55,58,1342,1345
vad_silence_500,RES0062,RES,0.2213622291021671,0.0088587806149035,131,19,279,1938,2198
vad_silence_500,RES0071,RES,0.2561728395061728,0.0809443507588532,91,110,131,1296,1317
vad_silence_500,RES0074,RES,0.2928630024610336,0.0313272877164056,87,6,264,1219,1477
vad_silence_500,RES0083,RES,0.1894953656024716,0.0085106382978723,57,31,96,971,1036
vad_silence_500,RES0098,RES,0.1574202496532593,0.0328212290502793,76,10,141,1442,1573
vad_silence_500,RES0100,RES,0.1643437862950058,0.039076376554174,88,33,162,1722,1851
vad_silence_500,RES0104,RES,0.1867627785058977,0.0710019907100199,84,19,182,1526,1689
vad_silence_500,RES0106,RES,0.1909307875894988,0.0917207792207792,94,25,121,1257,1353
vad_silence_500,RES0109,RES,0.1330275229357798,0.1105937136204889,52,13,51,872,910
vad_silence_500,RES0118,RES,0.0856269113149847,0.0042328042328042,25,36,23,981,968
vad_silence_500,RES0123,RES,0.1215059897318882,0.0131578947368421,53,81,79,1753,1751
vad_silence_500,RES0127,RES,0.1710063335679099,0.0171551107934238,74,22,147,1421,1546
vad_silence_500,RES0132,RES,0.1229331416247304,0.0031570639305445,29,124,18,1391,1285
vad_silence_500,RES0134,RES,0.0907524411257897,0.0042449969678593,25,92,41,1741,1690
vad_silence_500,RES0143,RES,0.1333333333333333,0.0081447963800904,40,50,64,1155,1169
vad_silence_500,RES0155,RES,0.1588785046728972,0.0205479452054794,76,38,124,1498,1584
vad_silence_500,RES0160,RES,0.1716350496838301,0.0055452865064695,77,25,88,1107,1170
vad_silence_500,RES0163,RES,0.1629502572898799,0.0114436619718309,80,30,80,1166,1216
vad_silence_500,RES0173,RES,0.1703521703521703,0.0138408304498269,110,65,33,1221,1189
vad_silence_500,RES0207,RES,0.1565217391304348,0.0539473684210526,45,45,36,805,796
vad_silence_1000,CAR0002,CAR,0.2197183098591549,0.1374407582938388,70,10,154,1065,1209
vad_silence_1000,DER0001,DER,0.1503355704697986,0.0110957004160887,98,48,78,1490,1520
vad_silence_1000,GAS0007,GAS,0.1455981941309255,0.0425287356321839,55,16,58,886,928
vad_silence_1000,GEN0001,GEN,0.1039197812215132,0.0176252319109461,43,19,52,1097,1130
vad_silence_1000,MSK0008,MSK,0.2471830985915493,0.0660511363636363,129,12,210,1420,1618
vad_silence_1000,MSK0013,MSK,0.1570614312856238,0.0078023407022106,95,41,112,1579,1650
vad_silence_1000,MSK0017,MSK,0.1394444444444444,0.0505050505050505,109,18,124,1800,1906
vad_silence_1000,MSK0025,MSK,0.1627296587926509,0.0152116402116402,85,12,151,1524,1663
vad_silence_1000,MSK0026,MSK,0.1989644970414201,0.0045180722891566,85,24,160,1352,1488
vad_silence_1000,MSK0041,MSK,0.1966794380587484,0.00390625,108,30,170,1566,1706
vad_silence_1000,MSK0046,MSK,0.1501597444089457,0.0180257510729613,73,87,28,1252,1193
vad_silence_1000,RES0012,RES,0.1766109785202864,0.0393700787401574,153,63,154,2095,2186
vad_silence_1000,RES0021,RES,0.197933227344992,0.0072992700729927,88,25,136,1258,1369
vad_silence_1000,RES0025,RES,0.1677607585703865,0.0071599045346062,88,114,28,1371,1285
vad_silence_1000,RES0030,RES,0.1323777403035413,0.0115658362989323,71,62,24,1186,1148
vad_silence_1000,RES0047,RES,0.1679434295816146,0.0519974635383639,100,120,65,1697,1642
vad_silence_1000,RES0051,RES,0.1466666666666666,0.0032085561497326,68,40,35,975,970
vad_silence_1000,RES0052,RES,0.2378048780487804,0.025062656641604,89,22,84,820,882
vad_silence_1000,RES0053,RES,0.2147335423197492,0.0273019271948608,138,46,227,1914,2095
vad_silence_1000,RES0059,RES,0.2228017883755588,0.0187828700225394,105,11,183,1342,1514
vad_silence_1000,RES0062,RES,0.1991744066047471,0.0078698845750262,127,32,227,1938,2133
vad_silence_1000,RES0071,RES,0.2361111111111111,0.0654952076677316,73,44,189,1296,1441
vad_silence_1000,RES0074,RES,0.302707136997539,0.0340531561461794,88,15,266,1219,1470
vad_silence_1000,RES0083,RES,0.1462409886714727,0.0149253731343283,65,33,44,971,982
vad_silence_1000,RES0098,RES,0.1373092926490984,0.0338266384778012,72,23,103,1442,1522
vad_silence_1000,RES0100,RES,0.1504065040650406,0.0408284023668639,82,32,145,1722,1835
vad_silence_1000,RES0104,RES,0.1913499344692005,0.0438829787234042,92,22,178,1526,1682
vad_silence_1000,RES0106,RES,0.1837708830548926,0.0816491511721907,92,20,119,1257,1356
vad_silence_1000,RES0109,RES,0.1410550458715596,0.1081395348837209,51,12,60,872,920
vad_silence_1000,RES0118,RES,0.1294597349643221,0.0056053811659192,26,89,12,981,904
vad_silence_1000,RES0123,RES,0.1215059897318882,0.0137067938021454,53,75,85,1753,1763
vad_silence_1000,RES0127,RES,0.1632653061224489,0.0166184971098265,78,37,117,1421,1501
vad_silence_1000,RES0132,RES,0.1329978432782171,0.0086477987421383,44,119,22,1391,1294
vad_silence_1000,RES0134,RES,0.1056863871338311,0.010204081632653,44,75,65,1741,1731
vad_silence_1000,RES0143,RES,0.1333333333333333,0.0081447963800904,44,50,60,1155,1165
vad_silence_1000,RES0155,RES,0.1829105473965287,0.021291696238467,81,89,104,1498,1513
vad_silence_1000,RES0160,RES,0.1833785004516711,0.0055197792088316,83,20,100,1107,1187
vad_silence_1000,RES0163,RES,0.176672384219554,0.0106666666666666,79,41,86,1166,1211
vad_silence_1000,RES0173,RES,0.1891891891891892,0.0133000831255195,95,18,118,1221,1321
vad_silence_1000,RES0207,RES,0.1565217391304348,0.0544488711819389,43,52,31,805,784
vad_pad_200,CAR0002,CAR,0.2676056338028169,0.1214421252371916,74,11,200,1065,1254
vad_pad_200,DER0001,DER,0.1604026845637584,0.0154820548909218,93,69,77,1490,1498
vad_pad_200,GAS0007,GAS,0.146726862302483,0.0174825174825174,60,28,42,886,900
vad_pad_200,GEN0001,GEN,0.1248860528714676,0.0133460438512869,50,48,39,1097,1088
vad_pad_200,MSK0008,MSK,0.2352112676056338,0.0296242774566473,129,36,169,1420,1553
vad_pad_200,MSK0013,MSK,0.1906269791006966,0.0071707953063885,111,45,145,1579,1679
vad_pad_200,MSK0017,MSK,0.2138888888888888,0.0384615384615384,155,84,146,1800,1862
vad_pad_200,MSK0025,MSK,0.176509186351706,0.0178335535006605,89,10,170,1524,1684
vad_pad_200,MSK0026,MSK,0.2477810650887573,0.0422641509433962,85,27,223,1352,1548
vad_pad_200,MSK0041,MSK,0.1960408684546615,0.0052151238591916,106,32,169,1566,1703
vad_pad_200,MSK0046,MSK,0.1469648562300319,0.0177562550443906,79,13,92,1252,1331
vad_pad_200,RES0012,RES,0.1856801909307875,0.0430950048971596,139,53,197,2095,2239
vad_pad_200,RES0021,RES,0.2027027027027027,0.0041118421052631,86,42,127,1258,1343
vad_pad_200,RES0025,RES,0.2020423048869438,0.007627765064836,105,60,112,1371,1423
vad_pad_200,RES0030,RES,0.1323777403035413,0.0115761353517364,66,63,28,1186,1151
vad_pad_200,RES0047,RES,0.136122569239835,0.0122399020807833,95,63,73,1697,1707
vad_pad_200,RES0051,RES,0.1528205128205128,0.0042826552462526,66,41,42,975,976
vad_pad_200,RES0052,RES,0.2195121951219512,0.0218508997429305,83,42,55,820,833
vad_pad_200,RES0053,RES,0.2230929989550679,0.0270844397238449,141,31,255,1914,2138
vad_pad_200,RES0059,RES,0.1505216095380029,0.0163297045101088,87,56,59,1342,1345
vad_pad_200,RES0062,RES,0.2239422084623323,0.0099164926931106,126,22,286,1938,2202
vad_pad_200,RES0071,RES,0.1404320987654321,0.0670391061452514,67,43,72,1296,1325
vad_pad_200,RES0074,RES,0.2231337161607875,0.040765391014975,86,17,169,1219,1371
vad_pad_200,RES0083,RES,0.2265705458290422,0.0095541401273885,56,29,135,971,1077
vad_pad_200,RES0098,RES,0.167128987517337,0.033005617977528,78,18,145,1442,1569
vad_pad_200,RES0100,RES,0.164924506387921,0.0411039342337052,87,19,178,1722,1881
vad_pad_200,RES0104,RES,0.1952817824377457,0.0517821116341627,90,39,169,1526,1656
vad_pad_200,RES0106,RES,0.198090692124105,0.0827250608272506,99,24,126,1257,1359
vad_pad_200,RES0109,RES,0.1846330275229357,0.0878459687123947,62,41,58,872,889
vad_pad_200,RES0118,RES,0.1202854230377166,0.0415778251599147,31,43,44,981,982
vad_pad_200,RES0123,RES,0.1620079863091842,0.0153061224489795,58,185,41,1753,1609
vad_pad_200,RES0127,RES,0.2005629838142153,0.0278372591006423,86,20,179,1421,1580
vad_pad_200,RES0132,RES,0.0941768511861969,0.0029520295202952,35,36,60,1391,1415
vad_pad_200,RES0134,RES,0.1177484204480183,0.0056426332288401,30,146,29,1741,1624
vad_pad_200,RES0143,RES,0.141991341991342,0.01183970856102,44,57,63,1155,1161
vad_pad_200,RES0155,RES,0.1955941255006675,0.0354107648725212,86,86,121,1498,1533
vad_pad_200,RES0160,RES,0.1996386630532972,0.0036934441366574,72,24,125,1107,1208
vad_pad_200,RES0163,RES,0.1921097770154373,0.013215859030837,85,31,108,1166,1243
vad_pad_200,RES0173,RES,0.1703521703521703,0.0155306298533218,100,62,46,1221,1205
vad_pad_200,RES0207,RES,0.1937888198757764,0.0629820051413881,54,27,75,805,853
vad_pad_600,CAR0002,CAR,0.2582159624413145,0.1236917221693625,70,14,191,1065,1242
vad_pad_600,DER0001,DER,0.187248322147651,0.0256944444444444,100,50,129,1490,1569
vad_pad_600,GAS0007,GAS,0.1444695259593679,0.0150987224157955,57,25,46,886,907
vad_pad_600,GEN0001,GEN,0.1276207839562443,0.0150234741784037,47,32,61,1097,1126
vad_pad_600,MSK0008,MSK,0.273943661971831,0.046594982078853,120,25,244,1420,1639
vad_pad_600,MSK0013,MSK,0.2121595946801773,0.0090556274256144,141,33,161,1579,1707
vad_pad_600,MSK0017,MSK,0.1516666666666666,0.0346175321049692,108,9,156,1800,1947
vad_pad_600,MSK0025,MSK,0.171259842519685,0.0165562913907284,83,14,164,1524,1674
vad_pad_600,MSK0026,MSK,0.128698224852071,0.0038431975403535,78,51,45,1352,1346
vad_pad_600,MSK0041,MSK,0.1800766283524904,0.0085922009253139,92,53,137,1566,1650
vad_pad_600,MSK0046,MSK,0.1533546325878594,0.0138099106417546,74,21,97,1252,1328
vad_pad_600,RES0012,RES,0.1894988066825775,0.0440744368266405,148,53,196,2095,2238
vad_pad_600,RES0021,RES,0.1629570747217806,0.004233700254022,89,77,39,1258,1220
vad_pad_600,RES0025,RES,0.2027716994894237,0.0053970701619121,100,74,104,1371,1401
vad_pad_600,RES0030,RES,0.1745362563237774,0.0137931034482758,84,26,97,1186,1257
vad_pad_600,RES0047,RES,0.1803182086034178,0.0147719974309569,107,140,59,1697,1616
vad_pad_600,RES0051,RES,0.1528205128205128,0.0064377682403433,70,43,36,975,968
vad_pad_600,RES0052,RES,0.2073170731707317,0.0298701298701298,78,50,42,820,812
vad_pad_600,RES0053,RES,0.2011494252873563,0.0288,142,39,204,1914,2079
vad_pad_600,RES0059,RES,0.1751117734724292,0.0175438596491228,94,31,110,1342,1421
vad_pad_600,RES0062,RES,0.2125902992776057,0.0089098532494758,129,30,253,1938,2161
vad_pad_600,RES0071,RES,0.1458333333333333,0.0665064102564102,63,48,78,1296,1326
vad_pad_600,RES0074,RES,0.3371616078753076,0.0495049504950495,86,7,318,1219,1530
vad_pad_600,RES0083,RES,0.223480947476828,0.0106157112526539,60,29,128,971,1070
vad_pad_600,RES0098,RES,0.1407766990291262,0.0309798270893371,68,54,81,1442,1469
vad_pad_600,RES0100,RES,0.1736353077816492,0.0409596255119953,85,13,201,1722,1910
vad_pad_600,RES0104,RES,0.155307994757536,0.0504143646408839,76,78,83,1526,1531
vad_pad_600,RES0106,RES,0.1774065234685759,0.0846216436126932,88,28,107,1257,1336
vad_pad_600,RES0109,RES,0.1903669724770642,0.0898058252427184,55,48,63,872,887
vad_pad_600,RES0118,RES,0.0876656472986748,0.0041623309053069,36,20,30,981,991
vad_pad_600,RES0123,RES,0.1397604107244723,0.017412935323383,55,145,45,1753,1653
vad_pad_600,RES0127,RES,0.1885995777621393,0.0171184022824536,75,19,174,1421,1576
vad_pad_600,RES0132,RES,0.0992092020129403,0.001480384900074,38,40,60,1391,1411
vad_pad_600,RES0134,RES,0.0970706490522688,0.0018094089264173,28,83,58,1741,1716
vad_pad_600,RES0143,RES,0.1532467532467532,0.0106075216972034,39,118,20,1155,1057
vad_pad_600,RES0155,RES,0.1802403204272363,0.0203794799718903,74,75,121,1498,1544
vad_pad_600,RES0160,RES,0.1978319783197832,0.0064754856614246,72,26,121,1107,1202
vad_pad_600,RES0163,RES,0.1818181818181818,0.0087719298245614,88,26,98,1166,1238
vad_pad_600,RES0173,RES,0.1711711711711711,0.0137812230835486,105,60,44,1221,1205
vad_pad_600,RES0207,RES,0.1962732919254658,0.0524246395806028,62,42,54,805,817
merge_gap_030,CAR0002,CAR,0.2835680751173708,0.1203791469194312,71,10,221,1065,1276
merge_gap_030,DER0001,DER,0.1597315436241611,0.0076923076923076,94,60,84,1490,1514
merge_gap_030,GAS0007,GAS,0.1681715575620767,0.0151515151515151,58,28,63,886,921
merge_gap_030,GEN0001,GEN,0.129443938012762,0.0132075471698113,50,37,55,1097,1115
merge_gap_030,MSK0008,MSK,0.2035211267605634,0.0160818713450292,114,52,123,1420,1491
merge_gap_030,MSK0013,MSK,0.2944901836605446,0.0164041994750656,111,55,299,1579,1823
merge_gap_030,MSK0017,MSK,0.1938888888888889,0.0308043354249857,116,47,186,1800,1939
merge_gap_030,MSK0025,MSK,0.1916010498687664,0.0145502645502645,82,12,198,1524,1710
merge_gap_030,MSK0026,MSK,0.2729289940828402,0.018754688672168,92,19,258,1352,1591
merge_gap_030,MSK0041,MSK,0.1832694763729246,0.0026160889470241,107,37,143,1566,1672
merge_gap_030,MSK0046,MSK,0.1709265175718849,0.0145985401459854,82,19,113,1252,1346
merge_gap_030,RES0012,RES,0.1985680190930787,0.0451837140019861,146,81,189,2095,2203
merge_gap_030,RES0021,RES,0.2273449920508744,0.0048979591836734,91,33,162,1258,1387
merge_gap_030,RES0025,RES,0.224653537563822,0.0022900763358778,106,61,141,1371,1451
merge_gap_030,RES0030,RES,0.1349072512647554,0.0097173144876325,69,54,37,1186,1169
merge_gap_030,RES0047,RES,0.159104301708898,0.0091074681238615,97,50,123,1697,1770
merge_gap_030,RES0051,RES,0.1948717948717948,0.0031813361611876,73,32,85,975,1028
merge_gap_030,RES0052,RES,0.2585365853658536,0.0200752823086574,95,23,94,820,891
merge_gap_030,RES0053,RES,0.2136886102403343,0.0276595744680851,145,34,230,1914,2110
merge_gap_030,RES0059,RES,0.2384500745156482,0.0211480362537764,101,18,201,1342,1525
merge_gap_030,RES0062,RES,0.2543859649122807,0.0078043704474505,125,16,352,1938,2274
merge_gap_030,RES0071,RES,0.2878086419753086,0.0752351097178683,69,20,284,1296,1560
merge_gap_030,RES0074,RES,0.3273174733388023,0.0406301824212272,91,13,295,1219,1501
merge_gap_030,RES0083,RES,0.2564366632337796,0.0137130801687763,61,23,165,971,1113
merge_gap_030,RES0098,RES,0.1567267683772538,0.0309130122214234,72,51,103,1442,1494
merge_gap_030,RES0100,RES,0.1585365853658536,0.039426523297491,91,48,134,1722,1808
merge_gap_030,RES0104,RES,0.1703800786369593,0.0515818431911967,76,72,112,1526,1566
merge_gap_030,RES0106,RES,0.167859984089101,0.0789036544850498,84,53,74,1257,1278
merge_gap_030,RES0109,RES,0.1972477064220183,0.0839328537170263,56,38,78,872,912
merge_gap_030,RES0118,RES,0.1121304791029561,0.0052301255230125,35,25,50,981,1006
merge_gap_030,RES0123,RES,0.1642897889332572,0.0185414091470951,66,135,87,1753,1705
merge_gap_030,RES0127,RES,0.203377902885292,0.0170454545454545,81,13,195,1421,1603
merge_gap_030,RES0132,RES,0.1358734723220704,0.0215934475055845,45,48,96,1391,1439
merge_gap_030,RES0134,RES,0.128661688684664,0.0043777360850531,48,142,34,1741,1633
merge_gap_030,RES0143,RES,0.1653679653679653,0.0106280193236714,45,120,26,1155,1061
merge_gap_030,RES0155,RES,0.2229639519359145,0.0274454609429978,77,77,180,1498,1601
merge_gap_030,RES0160,RES,0.1562782294489611,0.0048262548262548,53,71,49,1107,1085
merge_gap_030,RES0163,RES,0.2144082332761578,0.0096491228070175,92,26,132,1166,1272
merge_gap_030,RES0173,RES,0.1908271908271908,0.015450643776824,116,56,61,1221,1226
merge_gap_030,RES0207,RES,0.2062111801242236,0.0539845758354755,56,27,83,805,861
best_combo,CAR0002,CAR,0.1314553990610328,0.1142857142857142,56,50,34,1065,1049
best_combo,DER0001,DER,0.1268456375838926,0.0105633802816901,84,70,35,1490,1455
best_combo,GAS0007,GAS,0.1027088036117381,0.0138408304498269,41,19,31,886,898
best_combo,GEN0001,GEN,0.1148587055606198,0.0143953934740882,44,55,27,1097,1069
best_combo,MSK0008,MSK,0.1190140845070422,0.0036576444769568,103,53,13,1420,1380
best_combo,MSK0013,MSK,0.1215959468017732,0.0093833780160857,84,87,21,1579,1513
best_combo,MSK0017,MSK,0.1405555555555555,0.0107655502392344,101,128,24,1800,1696
best_combo,MSK0025,MSK,0.1003937007874015,0.0117484450587422,65,77,11,1524,1458
best_combo,MSK0026,MSK,0.1131656804733727,0.003112840466926,68,67,18,1352,1303
best_combo,MSK0041,MSK,0.1768837803320562,0.0038734667527437,99,17,161,1566,1710
best_combo,MSK0046,MSK,0.1118210862619808,0.0129136400322841,73,13,54,1252,1293
best_combo,RES0012,RES,0.1689737470167064,0.0538271604938271,148,70,136,2095,2161
best_combo,RES0021,RES,0.1399046104928457,0.0042553191489361,71,83,22,1258,1197
best_combo,RES0025,RES,0.1466083150984682,0.0101404056162246,84,89,28,1371,1310
best_combo,RES0030,RES,0.1205733558178752,0.0183246073298429,71,40,32,1186,1178
best_combo,RES0047,RES,0.1602828520919269,0.005859375,94,161,17,1697,1553
best_combo,RES0051,RES,0.1364102564102564,0.0064102564102564,66,39,28,975,964
best_combo,RES0052,RES,0.1670731707317073,0.0181818181818181,68,50,19,820,789
best_combo,RES0053,RES,0.1671891327063741,0.027214514407684,125,40,155,1914,2029
best_combo,RES0059,RES,0.1207153502235469,0.0123647604327666,80,48,34,1342,1328
best_combo,RES0062,RES,0.1248710010319917,0.0058355437665782,112,53,77,1938,1962
best_combo,RES0071,RES,0.2175925925925926,0.0614307931570762,68,10,204,1296,1490
best_combo,RES0074,RES,0.1378178835110746,0.0381033022861981,75,38,55,1219,1236
best_combo,RES0083,RES,0.1153450051493305,0.0085929108485499,46,40,26,971,957
best_combo,RES0098,RES,0.1296809986130374,0.032880629020729,67,43,77,1442,1476
best_combo,RES0100,RES,0.1062717770034843,0.0441888619854721,71,70,42,1722,1694
best_combo,RES0104,RES,0.1133682830930537,0.0520904729266621,66,67,40,1526,1499
best_combo,RES0106,RES,0.1479713603818615,0.0813758389261744,77,65,44,1257,1236
best_combo,RES0109,RES,0.110091743119266,0.068075117370892,46,20,30,872,882
best_combo,RES0118,RES,0.1376146788990825,0.0069044879171461,18,112,5,981,874
best_combo,RES0123,RES,0.1254991443240159,0.0105067985166872,60,135,25,1753,1643
best_combo,RES0127,RES,0.1759324419422941,0.0170092133238837,74,10,166,1421,1577
best_combo,RES0132,RES,0.1286843997124371,0.0047961630695443,29,140,10,1391,1261
best_combo,RES0134,RES,0.0511200459506031,0.002906976744186,24,21,44,1741,1764
best_combo,RES0143,RES,0.1575757575757575,0.0078201368523949,37,132,13,1155,1036
best_combo,RES0155,RES,0.1495327102803738,0.0167714884696016,84,67,73,1498,1504
best_combo,RES0160,RES,0.1156278229448961,0.0019286403085824,45,70,13,1107,1050
best_combo,RES0163,RES,0.1072041166380789,0.0090826521344232,24,65,36,1166,1137
best_combo,RES0173,RES,0.1613431613431613,0.0130321459600347,95,70,32,1221,1183
best_combo,RES0207,RES,0.1428571428571428,0.0517241379310344,40,51,24,805,778
merge_gap_150,CAR0002,CAR,0.2300469483568075,0.1212121212121212,71,9,165,1065,1221
merge_gap_150,DER0001,DER,0.1335570469798657,0.00768156424581,87,58,54,1490,1486
merge_gap_150,GAS0007,GAS,0.1444695259593679,0.0151869158878504,52,30,46,886,902
merge_gap_150,GEN0001,GEN,0.113035551504102,0.0150517403574788,48,34,42,1097,1105
merge_gap_150,MSK0008,MSK,0.2147887323943662,0.0303907380607814,115,38,152,1420,1534
merge_gap_150,MSK0013,MSK,0.1963267891070297,0.0128122998078155,102,18,190,1579,1751
merge_gap_150,MSK0017,MSK,0.1555555555555555,0.0238365493757094,118,38,124,1800,1886
merge_gap_150,MSK0025,MSK,0.1614173228346456,0.0152116402116402,81,12,153,1524,1665
merge_gap_150,MSK0026,MSK,0.1863905325443787,0.0052950075642965,83,30,139,1352,1461
merge_gap_150,MSK0041,MSK,0.1966794380587484,0.0045103092783505,108,14,186,1566,1738
merge_gap_150,MSK0046,MSK,0.1349840255591054,0.0153846153846153,78,17,74,1252,1309
